year,month,2m_temperature,total_precipitation,surface_solar_radiation_downwards,surface_thermal_radiation_downwards,surface_net_solar_radiation,surface_net_thermal_radiation,total_cloud_cover,2m_dewpoint_temperature,soil_temperature_level_3,volumetric_soil_water_layer_3,10m_u_component_of_wind,10m_v_component_of_wind,evaporation,surface_pressure,snowfall,location_country,location_name,location_latitude,location_longitude
2011,2,290.2339,0.0016169162,16888668.0,27475510.0,14044327.0,-6876008.0,0.3545838,284.55493,290.64526,0.25922996,0.7212865,-0.90891194,-0.0020760337,98823.5,0.0,India,New Delhi,28.64,77.16
2011,3,295.8003,0.0003293578,21976056.0,29215050.0,18237168.0,-7785748.0,0.21102834,286.7881,293.36743,0.25956178,1.0953627,-0.9591065,-0.0030734737,98474.625,0.0,India,New Delhi,28.64,77.16
2011,4,300.9839,0.00040171505,24841972.0,31384432.0,20329034.0,-8535097.0,0.2697605,286.2942,297.97095,0.24542814,0.21935904,-0.86839986,-0.0029712357,98281.31,0.0,India,New Delhi,28.64,77.16
2011,5,305.95874,0.0005703673,26145806.0,35155830.0,21355644.0,-7803520.0,0.1857369,291.2893,303.04175,0.2354123,0.7781415,-0.1758697,-0.0035430447,97679.94,0.0,India,New Delhi,28.64,77.16
2011,6,305.14648,0.0026850302,22311296.0,37766160.0,18138950.0,-5342189.0,0.3798436,296.06567,305.24194,0.23598248,-1.0856981,0.30702895,-0.0033733519,97271.5,0.0,India,New Delhi,28.64,77.16
2011,7,302.99,0.0058518983,16800716.0,38074524.0,13547789.0,-3010429.0,0.80412465,298.98364,303.50854,0.25601822,-1.0164461,0.46982133,-0.0036340537,97411.94,0.0,India,New Delhi,28.64,77.16
2011,8,302.35327,0.0071944445,15389636.0,37832296.0,12421643.0,-2663552.0,0.7527564,299.08716,302.70337,0.3596717,-1.3033972,0.3640309,-0.003638311,97541.5,0.0,India,New Delhi,28.64,77.16
2011,9,301.6172,0.0044016168,17577266.0,35993956.0,14348158.0,-3921248.0,0.41061455,297.29272,302.41284,0.39126527,0.49722254,-0.32232654,-0.003996879,97823.94,0.0,India,New Delhi,28.64,77.16
2011,10,298.68164,2.8857743e-05,19017790.0,31401464.0,15743758.0,-7035755.0,0.041915555,290.3933,300.8518,0.30498505,1.2832727,-1.0617609,-0.0029717044,98505.06,0.0,India,New Delhi,28.64,77.16
2011,11,294.24316,0.0,15657153.0,29434860.0,13083232.0,-7093716.0,0.10586059,287.4475,297.7827,0.282847,1.1033907,-0.75044453,-0.0017884774,98805.625,0.0,India,New Delhi,28.64,77.16
2011,12,287.95435,6.681778e-05,14109434.0,26048984.0,11852762.0,-7434381.0,0.0730232,282.08423,293.1394,0.29390788,0.75880224,-0.63822263,-0.0013702931,98970.94,0.0,India,New Delhi,28.64,77.16
2012,1,285.8125,0.00085436855,13892148.0,25500964.0,11622970.0,-6762534.0,0.2607109,280.95776,289.3125,0.29433239,1.1369848,-0.89287955,-0.0015716159,99032.94,0.0,India,New Delhi,28.64,77.16
2012,2,289.188,0.00011281736,18021840.0,26109276.0,14974865.0,-7795108.0,0.27446884,279.68726,289.80518,0.25095493,1.40868,-1.2836685,-0.0018847755,98792.31,0.0,India,New Delhi,28.64,77.16
2012,3,295.4878,3.0293668e-05,22862324.0,28031644.0,18967236.0,-8737912.0,0.11929518,283.76465,293.3523,0.25923914,1.1430254,-1.2052727,-0.0028602146,98492.06,0.0,India,New Delhi,28.64,77.16
2012,4,301.20215,0.00056214444,24328460.0,32137940.0,19913020.0,-8016227.0,0.33593857,287.552,298.36035,0.24332267,0.57037824,-1.179492,-0.0029706694,98154.06,0.0,India,New Delhi,28.64,77.16
2012,5,306.53442,3.5939724e-05,27514188.0,33211274.0,22450550.0,-9699350.0,0.18233591,286.10767,302.67383,0.22873008,2.065504,-1.2604885,-0.0030821378,97726.125,0.0,India,New Delhi,28.64,77.16
2012,6,309.15283,0.00012152795,25175208.0,37297690.0,20465002.0,-7670517.0,0.18888175,291.25317,306.84302,0.20186728,3.3768826,-0.9820342,-0.0024970763,97158.375,0.0,India,New Delhi,28.64,77.16
2012,7,304.54785,0.0047527403,17539920.0,38530580.0,14145294.0,-3690759.0,0.75004315,298.2998,306.04614,0.19392604,-0.7551795,0.39352387,-0.0030525266,97227.0,0.0,India,New Delhi,28.64,77.16
2012,8,301.7578,0.009322558,12772789.0,37802692.0,10281662.0,-2410516.0,0.85666347,298.9563,303.1914,0.2693056,-1.2326908,0.3448558,-0.0029425356,97560.56,0.0,India,New Delhi,28.64,77.16
2012,9,301.48975,0.0028862031,17587944.0,35635092.0,14350379.0,-4151672.0,0.40536922,297.3186,302.35522,0.377617,-0.1234653,-0.17680758,-0.0038734602,97972.875,0.0,India,New Delhi,28.64,77.16
2012,10,297.7141,0.00023602099,18777800.0,30813604.0,15544593.0,-7121620.0,0.064333916,290.43994,300.40625,0.30005282,0.88569117,-1.3442488,-0.0028945617,98624.94,0.0,India,New Delhi,28.64,77.16
2012,11,291.96704,4.9513153e-05,15703797.0,27820944.0,13114210.0,-7453546.0,0.06994116,285.4973,296.32593,0.29187506,0.9408529,-0.8977116,-0.0018165929,98815.94,0.0,India,New Delhi,28.64,77.16
2012,12,287.41284,0.0004175729,13558021.0,25797384.0,11380582.0,-7328184.0,0.25039005,281.98218,292.05957,0.30032504,1.1570673,-0.9257648,-0.0014232199,98961.75,0.0,India,New Delhi,28.64,77.16
2013,1,284.97314,0.0018073609,14462645.0,24947170.0,12105974.0,-7095722.0,0.27245754,280.97485,288.41016,0.31244236,1.5633354,-1.1008654,-0.0015735629,99139.875,0.0,India,New Delhi,28.64,77.16
2013,2,289.35352,0.004263416,15817395.0,27621748.0,13143740.0,-6130442.0,0.3859535,285.6626,289.33423,0.31963527,0.18061829,-0.5774164,-0.0024257728,98998.0,0.0,India,New Delhi,28.64,77.16
2013,3,295.2754,0.00048815436,21823988.0,29033518.0,18106912.0,-7459539.0,0.24835712,288.458,292.83276,0.31610292,1.2559032,-1.4187393,-0.003365755,98650.375,0.0,India,New Delhi,28.64,77.16
2013,4,301.41113,0.0004142616,24963580.0,31659984.0,20436662.0,-8332977.0,0.25447184,287.3452,297.63037,0.25532323,0.72761035,-1.4321938,-0.0032054563,98182.75,0.0,India,New Delhi,28.64,77.16
2013,5,306.7849,4.495388e-05,27266580.0,33435064.0,22243956.0,-9546017.0,0.11412591,287.281,302.75098,0.22558773,1.6889381,-1.0449457,-0.0030377663,97586.0,0.0,India,New Delhi,28.64,77.16
2013,6,305.5017,0.0013418966,21425404.0,38180980.0,17404176.0,-5045678.0,0.4783398,296.81274,305.23706,0.22203183,-1.3880873,0.34136987,-0.002884238,97316.69,0.0,India,New Delhi,28.64,77.16
2013,7,303.01855,0.007974785,15389261.0,38323690.0,12384695.0,-2795375.0,0.7814292,299.47925,303.70825,0.23568451,-1.1085691,0.6179855,-0.003210229,97311.06,0.0,India,New Delhi,28.64,77.16
2013,8,302.05005,0.0060118064,14176773.0,37709350.0,11438941.0,-2609296.0,0.8013463,299.03442,302.51367,0.37355185,-0.5247085,0.3969891,-0.0032801074,97628.875,0.0,India,New Delhi,28.64,77.16
2013,9,302.32202,0.0029940268,18891410.0,36116360.0,15423724.0,-4305634.0,0.28467667,297.09473,302.79956,0.3224851,-0.008480143,-0.16260886,-0.00400538,97958.75,0.0,India,New Delhi,28.64,77.16
2013,10,298.8423,0.0004880987,16878396.0,32990722.0,13974627.0,-5650310.0,0.15205437,293.45752,301.0459,0.2728864,-0.5841295,-0.16738796,-0.002861457,98500.75,0.0,India,New Delhi,28.64,77.16
2013,11,291.95825,0.0001262167,15683689.0,27391878.0,13091766.0,-7770792.0,0.122332096,284.6057,296.41284,0.27641875,1.1463833,-1.1872511,-0.0017919319,98976.25,0.0,India,New Delhi,28.64,77.16
2013,12,288.26538,0.00036124536,13024102.0,26682216.0,10938909.0,-6856104.0,0.16231865,283.01685,292.8623,0.29033917,0.5986789,-0.7750835,-0.001327584,99027.81,0.0,India,New Delhi,28.64,77.16
2017,1,275.16235,0.0004664031,6178768.0,22334368.0,5376795.0,-5177614.0,0.45088685,269.69702,278.23755,0.29445451,-1.2677526,-1.6788836,-0.00044072839,102005.125,8.350771e-06,Italy,Veneto Region low plain,45.05,11.88
2017,2,280.3203,0.0033312403,7813645.0,25779440.0,6740668.0,-4115529.0,0.7103896,277.1338,279.83496,0.33081335,-0.8164279,-0.59754235,-0.00081241014,101795.0,1.5232848e-07,Italy,Veneto Region low plain,45.05,11.88
2017,3,285.22974,0.00086349505,15455030.0,25531514.0,13071892.0,-6496519.0,0.48087752,278.64795,283.07642,0.3068028,-0.5173861,0.01982972,-0.0017369171,101545.94,0.0,Italy,Veneto Region low plain,45.05,11.88
2017,4,288.20142,0.0022900442,19020340.0,27073960.0,15806334.0,-6708514.0,0.48147696,281.07178,286.7666,0.2202791,-1.2879114,-0.15544707,-0.0020980942,101435.625,0.0,Italy,Veneto Region low plain,45.05,11.88
2017,5,292.56885,0.002231301,22559924.0,29624568.0,18550530.0,-6430368.0,0.501133,285.65137,289.2483,0.17500377,-0.77434814,0.09864354,-0.0027643477,101406.125,0.0,Italy,Veneto Region low plain,45.05,11.88
2017,6,298.63745,0.0028078014,24206640.0,32724560.0,19784260.0,-7061374.0,0.5263422,288.91113,295.6167,0.12599683,-1.1373453,0.18464643,-0.0021199991,101183.44,0.0,Italy,Veneto Region low plain,45.05,11.88
2017,7,299.8623,0.0016438807,24464336.0,33302376.0,19874632.0,-7170499.0,0.37302297,289.90967,298.2058,0.1167112,-1.1580648,-0.27042884,-0.002094026,101172.56,0.0,Italy,Veneto Region low plain,45.05,11.88
2017,8,300.1411,0.0021347094,22178944.0,33564524.0,18236954.0,-6934135.0,0.30850202,290.83154,299.64136,0.116185606,-1.5840368,-0.6141379,-0.0019474654,101336.375,0.0,Italy,Veneto Region low plain,45.05,11.88
2017,9,292.27686,0.006406918,13860863.0,30603774.0,11628077.0,-4976008.0,0.55073303,287.3047,295.84204,0.16075492,-0.7650833,-1.0558109,-0.0022952382,101263.25,0.0,Italy,Veneto Region low plain,45.05,11.88
2017,10,288.36255,0.0015376254,10620346.0,28417984.0,9132284.0,-5307405.0,0.54095584,284.05615,291.82983,0.20360535,-0.07418239,-0.19348818,-0.0012254692,101812.125,0.0,Italy,Veneto Region low plain,45.05,11.88
2017,11,282.44775,0.0033158457,5795363.0,26488870.0,5066027.0,-4249003.0,0.63546026,279.29565,287.08398,0.25313932,-0.7627485,-1.3408623,-0.0008435694,101397.81,2.2849275e-07,Italy,Veneto Region low plain,45.05,11.88
2017,12,277.0664,0.0018618079,4831572.0,23952710.0,4217898.0,-4409204.0,0.5576831,274.57422,281.36816,0.31610513,0.21178192,-0.39973503,-0.00040280237,101583.0,6.6129596e-06,Italy,Veneto Region low plain,45.05,11.88
1987,1,268.2141,0.00027946127,6076441.0,19845194.0,4528039.0,-5195908.0,0.60032266,263.84985,273.3816,0.3017022,1.6417198,-0.6426845,-0.00017441873,94560.75,0.00025129877,USA,"North Dakota, Mandan",46.82,-100.88
1987,2,270.63452,0.0021342132,8952823.0,22022584.0,4722541.0,-4071452.0,0.7020135,267.38745,272.90723,0.29808503,0.36248773,-0.44593358,-0.00021711302,94963.69,0.0021077828,USA,"North Dakota, Mandan",46.82,-100.88
1987,3,270.48047,0.002000061,13125258.0,22644164.0,5891463.0,-3359255.0,0.7672426,267.79883,272.77368,0.31675386,-0.69993436,-0.03172413,-0.00037239003,94825.875,0.0015490246,USA,"North Dakota, Mandan",46.82,-100.88
1987,4,283.23145,0.00018770953,22080250.0,23856950.0,18308332.0,-7618861.0,0.384345,273.38672,275.45337,0.33582336,0.2491129,0.42449164,-0.002211893,94888.75,2.2654232e-05,USA,"North Dakota, Mandan",46.82,-100.88
1987,5,288.68628,0.0027255884,20188164.0,28484424.0,16861044.0,-5876275.0,0.55957437,281.09717,284.7837,0.2815488,-0.70036596,0.5645067,-0.0028221547,94674.875,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1987,6,293.59668,0.0009086046,27196140.0,28984120.0,22712032.0,-7607114.0,0.3619572,283.31226,289.54297,0.26070517,1.0494833,0.14218724,-0.0041674636,94757.5,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1987,7,294.96118,0.0038562946,22420686.0,31807972.0,18660188.0,-5650213.0,0.5753538,288.16602,292.19824,0.22408491,-0.8911679,-0.15843081,-0.0036623925,94554.0,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1987,8,291.42236,0.0024226485,19774636.0,29365584.0,16422571.0,-6334013.0,0.4467078,284.17578,293.09644,0.23028159,0.55305433,-0.016093265,-0.0030001616,94905.69,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1987,9,288.39746,0.00051814644,15975484.0,27432996.0,13255623.0,-6665223.0,0.4494676,280.10742,290.36328,0.21246219,0.66460115,-0.7129331,-0.0015151831,94850.5,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1987,10,279.31274,0.0003112196,11178761.0,23124620.0,9264003.0,-6818509.0,0.49541628,269.6814,285.32983,0.19049138,1.8060818,-0.83466256,-0.000494811,95045.94,1.6669714e-05,USA,"North Dakota, Mandan",46.82,-100.88
1987,11,274.8462,0.00018928476,6241019.0,22805274.0,5167072.0,-5047914.0,0.6064854,269.9485,280.17944,0.18029004,0.32149732,0.07656407,-0.00016580305,94935.69,7.150386e-05,USA,"North Dakota, Mandan",46.82,-100.88
1987,12,268.95215,0.00050875195,4702933.0,20651228.0,3723564.0,-4781241.0,0.60382366,265.03613,275.2859,0.19795263,1.3385868,-0.16385925,-0.00012851962,94502.5,0.00027889083,USA,"North Dakota, Mandan",46.82,-100.88
1988,1,260.88184,0.0008668166,6592872.0,18043608.0,3372237.0,-4490432.0,0.6205393,257.39478,272.73535,0.21597815,1.7208338,-0.9545663,-0.00013766247,94748.81,0.0008255418,USA,"North Dakota, Mandan",46.82,-100.88
1988,2,263.68164,0.00054937764,10764880.0,18380356.0,6407342.0,-5328577.0,0.5123267,258.4607,271.6245,0.21513295,2.4351559,-1.1603489,-0.0002614092,94955.94,0.00052773044,USA,"North Dakota, Mandan",46.82,-100.88
1988,3,271.937,0.0012837257,15638895.0,20845428.0,10558367.0,-5842170.0,0.6045564,265.60352,271.7417,0.21600527,1.0701399,-1.1908236,-0.0004291155,94708.75,0.0010306197,USA,"North Dakota, Mandan",46.82,-100.88
1988,4,280.59888,0.00016692793,23572844.0,22254032.0,19541368.0,-8533057.0,0.40295726,266.7395,273.12988,0.21246588,0.45171148,-0.08806378,-0.00088671246,94688.25,1.6958147e-05,USA,"North Dakota, Mandan",46.82,-100.88
1988,5,289.15308,0.0020314804,21869482.0,27991312.0,18255992.0,-6562966.0,0.588806,279.54956,282.37646,0.20095724,-0.44377995,0.7264881,-0.0023331614,94495.06,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1988,6,297.67627,0.0021515961,25992054.0,31362936.0,21733672.0,-7767242.0,0.44504696,284.8452,291.9275,0.18977976,-1.1120062,1.6002731,-0.0029213442,94736.0,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1988,7,296.62378,0.000728372,26094084.0,30630208.0,21738286.0,-7867232.0,0.32041645,283.84277,293.9817,0.1962691,-0.02911907,0.56655836,-0.003255747,94842.06,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1988,8,294.31396,0.0017924341,21160268.0,30032042.0,17570124.0,-7271918.0,0.37588257,283.53784,295.29858,0.20328695,-0.034895588,0.03766552,-0.002748091,94626.5,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1988,9,286.80786,0.0013886348,15850181.0,26892708.0,13146678.0,-6713098.0,0.42527002,277.5481,291.08765,0.20324486,-0.08724868,-1.1257696,-0.0014925303,94791.75,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1988,10,280.2046,0.00034930278,11888111.0,23201024.0,9853165.0,-7162744.0,0.40210885,270.98975,286.33252,0.16005749,1.1917772,-0.60418564,-0.00042596785,95023.0,1.9052823e-05,USA,"North Dakota, Mandan",46.82,-100.88
1988,11,271.57812,0.0009914865,6223173.0,22017620.0,4299027.0,-4499823.0,0.66402084,267.79053,279.07153,0.15801066,0.9386091,-0.10141045,-0.0002443851,94230.875,0.0007388883,USA,"North Dakota, Mandan",46.82,-100.88
1988,12,266.44336,0.0011022694,5272586.0,19754732.0,3335965.0,-4773428.0,0.6088497,261.8457,274.94043,0.17282963,1.9172754,-0.84855247,-0.00015630818,94716.81,0.0010625417,USA,"North Dakota, Mandan",46.82,-100.88
1989,1,264.21802,0.0011202253,6718310.0,19549424.0,2093073.0,-3983149.0,0.5515213,261.2776,273.67236,0.18254423,2.2181072,-0.72565943,-0.00022441983,94487.81,0.0010859852,USA,"North Dakota, Mandan",46.82,-100.88
1989,2,258.51782,0.0005931007,10524964.0,17339696.0,4979343.0,-4598240.0,0.62765384,254.67885,272.5354,0.18416286,2.3153038,-1.6746769,-0.00028664875,95548.5,0.000590011,USA,"North Dakota, Mandan",46.82,-100.88
1989,3,268.9485,0.00068700546,14438563.0,20953240.0,9649312.0,-4855464.0,0.6866124,264.07227,271.74683,0.18393141,0.19509482,-0.3088575,-0.00033186493,94951.56,0.0004600871,USA,"North Dakota, Mandan",46.82,-100.88
1989,4,279.46313,0.0019340168,17757326.0,24213848.0,14011501.0,-5624599.0,0.66608995,272.0586,272.58765,0.19476676,0.072184265,-1.5001402,-0.0013603747,94785.0,0.0004602836,USA,"North Dakota, Mandan",46.82,-100.88
1989,5,286.89355,0.0015175731,22516840.0,26297896.0,18758902.0,-7100024.0,0.5376155,276.32397,280.62183,0.17319453,0.31692314,0.6170505,-0.0019547965,94645.44,1.4686148e-06,USA,"North Dakota, Mandan",46.82,-100.88
1989,6,290.84497,0.0015860626,24290206.0,28269900.0,20246984.0,-7189106.0,0.4442625,281.3777,286.24097,0.18123287,0.5640238,-0.3274473,-0.002810238,94748.875,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1989,7,297.58032,0.0010648761,25103516.0,31401518.0,20919744.0,-7575246.0,0.33483422,286.0537,292.99072,0.19069332,-1.2495832,0.9422063,-0.002855682,95079.44,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1989,8,294.77197,0.0027278692,21231964.0,30203728.0,17643712.0,-7431468.0,0.3515439,284.21338,294.89453,0.18657732,-0.572944,0.8490815,-0.002080251,94668.875,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1989,9,288.114,0.0012656425,17038076.0,26488042.0,14139764.0,-7375412.0,0.3334825,278.2544,290.42944,0.17569083,0.69449884,0.39062512,-0.0018832334,94892.81,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1989,10,281.06372,0.00027107843,11204153.0,23865668.0,9260579.0,-6898949.0,0.44966036,270.84204,286.38037,0.15577054,0.54711765,-0.00590099,-0.00038471236,94855.94,4.658081e-05,USA,"North Dakota, Mandan",46.82,-100.88
1989,11,271.81372,0.0009917726,6635312.0,22030432.0,4815289.0,-4602074.0,0.6895233,266.68457,279.37476,0.16882473,1.4709024,-0.5909246,-0.00035960623,94396.0,0.0007534805,USA,"North Dakota, Mandan",46.82,-100.88
1989,12,261.31177,0.00048170798,5209129.0,18314664.0,3704375.0,-4658444.0,0.60846084,256.77246,273.88647,0.18571341,1.4811163,-1.1928253,-0.00011916224,95056.125,0.00026547,USA,"North Dakota, Mandan",46.82,-100.88
1990,1,269.17773,0.00033272966,6495360.0,20109648.0,4535607.0,-5322981.0,0.55499774,264.43335,272.448,0.19421566,2.3593626,-0.27943337,-0.00013873524,94170.25,0.00026009209,USA,"North Dakota, Mandan",46.82,-100.88
1990,2,267.28467,0.0004603113,10710495.0,19206966.0,8057572.0,-5824193.0,0.5092846,260.53833,272.11206,0.20187402,1.3818436,-0.08231515,-0.00016833587,94761.31,0.00036778045,USA,"North Dakota, Mandan",46.82,-100.88
1990,3,274.2168,0.00088483165,15124717.0,21540492.0,12022635.0,-6125499.0,0.5410078,266.9353,272.03174,0.20650905,0.8896061,-0.22657394,-0.00049399794,94890.81,0.00048096455,USA,"North Dakota, Mandan",46.82,-100.88
1990,4,279.43433,0.00079158787,21123008.0,22836578.0,16950340.0,-7201668.0,0.46623802,268.7505,273.39966,0.20192403,0.96679276,-0.8488866,-0.001027026,94728.0,0.0003654966,USA,"North Dakota, Mandan",46.82,-100.88
1990,5,285.7578,0.0019014417,21114384.0,26240260.0,17530976.0,-6714890.0,0.60616976,275.7356,280.75464,0.18473983,-0.488683,0.2720502,-0.0017373359,94623.44,3.226823e-05,USA,"North Dakota, Mandan",46.82,-100.88
1990,6,291.93896,0.0031308616,25098504.0,29290904.0,20949108.0,-6660322.0,0.45222735,283.60815,287.11133,0.17990792,1.1516724,-0.1435042,-0.0037182346,94476.25,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1990,7,294.41943,0.0011039316,25400160.0,30219464.0,21146488.0,-7263255.0,0.4170875,284.62695,292.26538,0.22125107,-0.41857076,0.27823645,-0.0032936002,94944.06,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1990,8,295.06006,0.0016607149,21445840.0,30737296.0,17817446.0,-7037690.0,0.38736147,284.3982,293.95142,0.19294238,-0.7299088,0.65506816,-0.002206893,94877.875,0.0,USA,"North Dakota, Mandan",46.82,-100.88
1990,9,290.1023,0.00079724775,17126578.0,27939996.0,14224425.0,-7350740.0,0.34917587,279.5105,293.04883,0.18023938,-0.11118668,-0.047426388,-0.0015386774,94925.75,0.0,USA,"North Dakota, Mandan",46.82,-100.88
